wavelength,polarizability
1154.0,611.0930000000001
1154.1,579.74
1154.2,550.025
1154.3,521.817
1154.4,494.999
1154.5,469.465
1154.6,445.12
1154.7,421.87699999999995
1154.8,399.66
1154.9,378.397
1155.0,358.023
1155.1,338.47900000000004
1155.2,319.71299999999997
1155.3,301.67400000000004
1155.4,284.318
1155.5,267.60200000000003
1155.6,251.488
1155.7,235.942
1155.8,220.93
1155.9,206.422
1156.0,192.39
1156.1,178.80900000000003
1156.2,165.653
1156.3,152.901
1156.4,140.531
1156.5,128.524
1156.6,116.86200000000001
1156.7,105.527
1156.8,94.50299999999999
1156.9,83.775
1157.0,73.33
1157.1,63.153999999999996
1157.2,53.233999999999995
1157.3,43.559
1157.4,34.117
1157.5,24.899
1157.6,15.894
1157.7,7.093
1157.8,-1.5119999999999998
1157.9,-9.931000000000001
1158.0,-18.171
1158.1,-26.239
1158.2,-34.143
1158.3,-41.89
1158.4,-49.485
1158.5,-56.935
1158.6,-64.24600000000001
1158.7,-71.423
1158.8,-78.472
1158.9,-85.398
1159.0,-92.205
1159.1,-98.898
1159.2,-105.48100000000001
1159.3,-111.959
1159.4,-118.336
1159.5,-124.616
1159.6,-130.80200000000002
1159.7,-136.898
1159.8,-142.907
1159.9,-148.832
1160.0,-154.678
1160.1,-160.446
1160.2,-166.14
1160.3,-171.763
1160.4,-177.317
1160.5,-182.805
1160.6,-188.229
1160.7,-193.593
1160.8,-198.89700000000002
1160.9,-204.146
1161.0,-209.34
1161.1,-214.483
1161.2,-219.576
1161.3,-224.62099999999998
1161.4,-229.62
1161.5,-234.576
1161.6,-239.489
1161.7,-244.363
1161.8,-249.199
1161.9,-253.998
1162.0,-258.762
1162.1,-263.494
1162.2,-268.194
1162.3,-272.865
1162.4,-277.508
1162.5,-282.124
1162.6,-286.715
1162.7,-291.284
1162.8,-295.83
1162.9,-300.357
1163.0,-304.86400000000003
1163.1,-309.355
1163.2,-313.83
1163.3,-318.291
1163.4,-322.73900000000003
1163.5,-327.176
1163.6,-331.60400000000004
1163.7,-336.023
1163.8,-340.436
1163.9,-344.844
1164.0,-349.24800000000005
1164.1,-353.65
1164.2,-358.05199999999996
1164.3,-362.455
1164.4,-366.86199999999997
1164.5,-371.272
1164.6,-375.689
1164.7,-380.11400000000003
1164.8,-384.54900000000004
1164.9,-388.995
1165.0,-393.455
1165.1,-397.93
1165.2,-402.423
1165.3,-406.936
1165.4,-411.47
1165.5,-416.028
1165.6,-420.61199999999997
1165.7,-425.225
1165.8,-429.87
1165.9,-434.548
1166.0,-439.26300000000003
1166.1,-444.01800000000003
1166.2,-448.815
1166.3,-453.659
1166.4,-458.55199999999996
1166.5,-463.499
1166.6,-468.50199999999995
1166.7,-473.56699999999995
1166.8,-478.69699999999995
1166.9,-483.898
1167.0,-489.17400000000004
1167.1,-494.531
1167.2,-499.975
1167.3,-505.51199999999994
1167.4,-511.148
1167.5,-516.891
1167.6,-522.749
1167.7,-528.731
1167.8,-534.845
1167.9,-541.1030000000001
1168.0,-547.515
1168.1,-554.094
1168.2,-560.8530000000001
1168.3,-567.808
1168.4,-574.974
1168.5,-582.37
1168.6,-590.0169999999999
1168.7,-597.937
1168.8,-606.1569999999999
1168.9,-614.705
1169.0,-623.614
1169.1,-632.9209999999999
1169.2,-642.668
1169.3,-652.904
1169.4,-663.685
1169.5,-675.075
1169.6,-687.15
1169.7,-699.997
1169.8,-713.721
1169.9,-728.444
1170.0,-744.316
1170.1,-761.5139999999999
1170.2,-780.257
1170.3,-800.812
1170.4,-823.515
1170.5,-848.788
1170.6,-877.173
1170.7,-909.3760000000001
1170.8,-946.336
1170.9,-989.326
1171.0,-1040.122
1171.1,-1101.271
1171.2,-1176.568
1171.3,-1271.923
1171.4,-1397.0770000000002
1171.5,-1569.3010000000002
1171.6,-1822.418
1171.7,-2232.889
1171.8,-3017.902
1171.9,-5135.134
1172.0,-31656.561
1172.1,5969.501
1172.2,2397.675
1172.3,1350.398
1172.4,848.5319999999999
1172.5,553.068
1172.6,357.724
1172.7,218.489
1172.8,113.846
1172.9,32.027
1173.0,-33.946999999999996
1173.1,-88.475
1173.2,-134.469
1173.3,-173.93400000000003
1173.4,-208.295
1173.5,-238.593
1173.6,-265.606
1173.7,-289.927
1173.8,-312.01599999999996
1173.9,-332.23699999999997
1174.0,-350.879
1174.1,-368.17800000000005
1174.2,-384.324
1174.3,-399.477
1174.4,-413.769
1174.5,-427.311
1174.6,-440.19599999999997
1174.7,-452.506
1174.8,-464.309
1174.9,-475.666
1175.0,-486.62800000000004
1175.1,-497.24
1175.2,-507.54400000000004
1175.3,-517.575
1175.4,-527.363
1175.5,-536.938
1175.6,-546.3240000000001
1175.7,-555.545
1175.8,-564.622
1175.9,-573.573
1176.0,-582.4159999999999
1176.1,-591.1669999999999
1176.2,-599.84
1176.3,-608.45
1176.4,-617.009
1176.5,-625.53
1176.6,-634.023
1176.7,-642.5
1176.8,-650.972
1176.9,-659.446
1177.0,-667.934
1177.1,-676.445
1177.2,-684.987
1177.3,-693.569
1177.4,-702.2
1177.5,-710.887
1177.6,-719.6410000000001
1177.7,-728.467
1177.8,-737.377
1177.9,-746.3760000000001
1178.0,-755.4739999999999
1178.1,-764.68
1178.2,-774.0010000000001
1178.3,-783.448
1178.4,-793.028
