wavelength,polarizability
1104.5,-1857.962

1105.4,-1933.895

1105.0,-1898.087

1105.5,-1943.442

1104.0,-1822.069

1105.6,-1953.2490000000003

1106.4,-2042.7559999999999

1106.9,-2111.371

1106.5,-2055.574

1106.1,-2006.658

1106.0,-1995.346

1107.6,-2231.083

1107.5,-2211.89

1107.0,-2126.585

1107.1,-2142.366

1107.9,-2293.8320000000003

1108.1,-2340.612

1108.4,-2419.79

1108.5,-2448.9790000000003

1108.0,-2316.679

1108.6,-2479.765

1109.1,-2663.117

1109.4,-2804.364

1109.5,-2858.42

1109.0,-2621.901

1109.6,-2916.642

1110.1,-3291.5860000000002

1110.4,-3618.013

1110.5,-3752.9269999999997

1110.0,-3202.826

1110.6,-3905.093

1111.1,-5096.358

