wavelength,,Uncertainty,,,,Uncertainty,,polarizability
1482.71,-945.81,156.13,,1482.71,599.78,1.75,,-1545.59
1482.72,-945.94,156.11,,1482.72,599.78,1.75,,-1545.72
1482.73,-946.07,156.1,,1482.73,599.77,1.75,,-1545.84
1482.74,-946.2,156.09,,1482.74,599.77,1.75,,-1545.97
1482.75,-946.33,156.08,,1482.75,599.76,1.75,,-1546.09
1482.76,-946.45,156.07,,1482.76,599.76,1.75,,-1546.21
1482.77,-946.58,156.06,,1482.77,599.76,1.75,,-1546.34
1482.78,-946.71,156.04,,1482.78,599.75,1.75,,-1546.46
1482.79,-946.84,156.03,,1482.79,599.75,1.75,,-1546.59
1482.8,-946.97,156.02,,1482.8,599.74,1.75,,-1546.71
1482.81,-947.1,156.01,,1482.81,599.74,1.75,,-1546.84
1482.82,-947.23,156,,1482.82,599.73,1.75,,-1546.96
1482.83,-947.35,155.99,,1482.83,599.73,1.75,,-1547.08
1482.84,-947.48,155.98,,1482.84,599.73,1.75,,-1547.21
1482.85,-947.61,155.96,,1482.85,599.72,1.75,,-1547.33
1482.86,-947.74,155.95,,1482.86,599.72,1.75,,-1547.46
1482.87,-947.87,155.94,,1482.87,599.71,1.75,,-1547.58
1482.88,-948,155.93,,1482.88,599.71,1.75,,-1547.71
1482.89,-948.13,155.92,,1482.89,599.71,1.75,,-1547.84
1482.9,-948.25,155.91,,1482.9,599.7,1.75,,-1547.95
1482.91,-948.38,155.89,,1482.91,599.7,1.75,,-1548.08
1482.92,-948.51,155.88,,1482.92,599.69,1.75,,-1548.2
1482.93,-948.64,155.87,,1482.93,599.69,1.75,,-1548.33
1482.94,-948.77,155.86,,1482.94,599.69,1.75,,-1548.46
1482.95,-948.9,155.85,,1482.95,599.68,1.75,,-1548.58
1482.96,-949.03,155.84,,1482.96,599.68,1.75,,-1548.71
1482.97,-949.15,155.83,,1482.97,599.67,1.75,,-1548.82
1482.98,-949.28,155.81,,1482.98,599.67,1.75,,-1548.95
1482.99,-949.41,155.8,,1482.99,599.67,1.75,,-1549.08
1483,-949.54,155.79,,1483,599.66,1.75,,-1549.2
1483.01,-949.67,155.78,,1483.01,599.66,1.75,,-1549.33
1483.02,-949.8,155.77,,1483.02,599.65,1.75,,-1549.45
1483.03,-949.93,155.76,,1483.03,599.65,1.75,,-1549.58
1483.04,-950.06,155.75,,1483.04,599.64,1.75,,-1549.7
1483.05,-950.18,155.73,,1483.05,599.64,1.75,,-1549.82
1483.06,-950.31,155.72,,1483.06,599.64,1.75,,-1549.95
1483.07,-950.44,155.71,,1483.07,599.63,1.75,,-1550.07
1483.08,-950.57,155.7,,1483.08,599.63,1.75,,-1550.2
1483.09,-950.7,155.69,,1483.09,599.62,1.75,,-1550.32
1483.1,-950.83,155.68,,1483.1,599.62,1.75,,-1550.45
1483.11,-950.96,155.66,,1483.11,599.62,1.75,,-1550.58
1483.12,-951.09,155.65,,1483.12,599.61,1.75,,-1550.7
1483.13,-951.21,155.64,,1483.13,599.61,1.75,,-1550.82
1483.14,-951.34,155.63,,1483.14,599.6,1.75,,-1550.94
1483.15,-951.47,155.62,,1483.15,599.6,1.75,,-1551.07
1483.16,-951.6,155.61,,1483.16,599.6,1.75,,-1551.2
1483.17,-951.73,155.6,,1483.17,599.59,1.75,,-1551.32
1483.18,-951.86,155.58,,1483.18,599.59,1.75,,-1551.45
1483.19,-951.99,155.57,,1483.19,599.58,1.75,,-1551.57
1483.2,-952.12,155.56,,1483.2,599.58,1.75,,-1551.7
1483.21,-952.24,155.55,,1483.21,599.58,1.75,,-1551.82
1483.22,-952.37,155.54,,1483.22,599.57,1.75,,-1551.94
1483.23,-952.5,155.53,,1483.23,599.57,1.75,,-1552.07
1483.24,-952.63,155.52,,1483.24,599.56,1.75,,-1552.19
1483.25,-952.76,155.5,,1483.25,599.56,1.75,,-1552.32
1483.26,-952.89,155.49,,1483.26,599.55,1.75,,-1552.44
1483.27,-953.02,155.48,,1483.27,599.55,1.75,,-1552.57
1483.28,-953.15,155.47,,1483.28,599.55,1.75,,-1552.7
1483.29,-953.28,155.46,,1483.29,599.54,1.75,,-1552.82
1483.3,-953.4,155.45,,1483.3,599.54,1.75,,-1552.94
1483.31,-953.53,155.44,,1483.31,599.53,1.75,,-1553.06
1483.32,-953.66,155.42,,1483.32,599.53,1.75,,-1553.19
1483.33,-953.79,155.41,,1483.33,599.53,1.75,,-1553.32
1483.34,-953.92,155.4,,1483.34,599.52,1.75,,-1553.44
1483.35,-954.05,155.39,,1483.35,599.52,1.75,,-1553.57
1483.36,-954.18,155.38,,1483.36,599.51,1.75,,-1553.69
1483.37,-954.31,155.37,,1483.37,599.51,1.75,,-1553.82
1483.38,-954.44,155.36,,1483.38,599.51,1.75,,-1553.95
1483.39,-954.57,155.34,,1483.39,599.5,1.75,,-1554.07
1483.4,-954.69,155.33,,1483.4,599.5,1.75,,-1554.19
1483.41,-954.82,155.32,,1483.41,599.49,1.75,,-1554.31
1483.42,-954.95,155.31,,1483.42,599.49,1.75,,-1554.44
1483.43,-955.08,155.3,,1483.43,599.49,1.75,,-1554.57
1483.44,-955.21,155.29,,1483.44,599.48,1.75,,-1554.69
1483.45,-955.34,155.28,,1483.45,599.48,1.75,,-1554.82
1483.46,-955.47,155.26,,1483.46,599.47,1.75,,-1554.94
1483.47,-955.6,155.25,,1483.47,599.47,1.75,,-1555.07
1483.48,-955.73,155.24,,1483.48,599.46,1.75,,-1555.19
1483.49,-955.86,155.23,,1483.49,599.46,1.75,,-1555.32
1483.5,-955.98,155.22,,1483.5,599.46,1.75,,-1555.44
1483.51,-956.11,155.21,,1483.51,599.45,1.75,,-1555.56
1483.52,-956.24,155.2,,1483.52,599.45,1.75,,-1555.69
1483.53,-956.37,155.18,,1483.53,599.44,1.75,,-1555.81
1483.54,-956.5,155.17,,1483.54,599.44,1.75,,-1555.94
1483.55,-956.63,155.16,,1483.55,599.44,1.75,,-1556.07
1483.56,-956.76,155.15,,1483.56,599.43,1.75,,-1556.19
1483.57,-956.89,155.14,,1483.57,599.43,1.75,,-1556.32
1483.58,-957.02,155.13,,1483.58,599.42,1.75,,-1556.44
1483.59,-957.15,155.12,,1483.59,599.42,1.75,,-1556.57
1483.6,-957.27,155.1,,1483.6,599.42,1.75,,-1556.69
1483.61,-957.4,155.09,,1483.61,599.41,1.75,,-1556.81
1483.62,-957.53,155.08,,1483.62,599.41,1.75,,-1556.94
1483.63,-957.66,155.07,,1483.63,599.4,1.75,,-1557.06
1483.64,-957.79,155.06,,1483.64,599.4,1.75,,-1557.19
1483.65,-957.92,155.05,,1483.65,599.4,1.75,,-1557.32
1483.66,-958.05,155.04,,1483.66,599.39,1.75,,-1557.44
1483.67,-958.18,155.03,,1483.67,599.39,1.75,,-1557.57
1483.68,-958.31,155.01,,1483.68,599.38,1.75,,-1557.69
1483.69,-958.44,155,,1483.69,599.38,1.75,,-1557.82
1483.7,-958.57,154.99,,1483.7,599.37,1.75,,-1557.94
1483.71,-958.7,154.98,,1483.71,599.37,1.75,,-1558.07
1483.72,-958.82,154.97,,1483.72,599.37,1.75,,-1558.19
1483.73,-958.95,154.96,,1483.73,599.36,1.75,,-1558.31
1483.74,-959.08,154.95,,1483.74,599.36,1.75,,-1558.44
1483.75,-959.21,154.93,,1483.75,599.35,1.75,,-1558.56
1483.76,-959.34,154.92,,1483.76,599.35,1.75,,-1558.69
1483.77,-959.47,154.91,,1483.77,599.35,1.75,,-1558.82
1483.78,-959.6,154.9,,1483.78,599.34,1.75,,-1558.94
1483.79,-959.73,154.89,,1483.79,599.34,1.75,,-1559.07
1483.8,-959.86,154.88,,1483.8,599.33,1.75,,-1559.19
1483.81,-959.99,154.87,,1483.81,599.33,1.75,,-1559.32
1483.82,-960.12,154.86,,1483.82,599.33,1.75,,-1559.45
1483.83,-960.25,154.84,,1483.83,599.32,1.75,,-1559.57
1483.84,-960.38,154.83,,1483.84,599.32,1.75,,-1559.7
1483.85,-960.5,154.82,,1483.85,599.31,1.75,,-1559.81
1483.86,-960.63,154.81,,1483.86,599.31,1.75,,-1559.94
1483.87,-960.76,154.8,,1483.87,599.31,1.75,,-1560.07
1483.88,-960.89,154.79,,1483.88,599.3,1.75,,-1560.19
1483.89,-961.02,154.78,,1483.89,599.3,1.75,,-1560.32
1483.9,-961.15,154.77,,1483.9,599.29,1.75,,-1560.44
1483.91,-961.28,154.75,,1483.91,599.29,1.75,,-1560.57
1483.92,-961.41,154.74,,1483.92,599.28,1.75,,-1560.69
1483.93,-961.54,154.73,,1483.93,599.28,1.75,,-1560.82
1483.94,-961.67,154.72,,1483.94,599.28,1.75,,-1560.95
1483.95,-961.8,154.71,,1483.95,599.27,1.75,,-1561.07
1483.96,-961.93,154.7,,1483.96,599.27,1.75,,-1561.2
1483.97,-962.06,154.69,,1483.97,599.26,1.75,,-1561.32
1483.98,-962.19,154.67,,1483.98,599.26,1.75,,-1561.45
1483.99,-962.32,154.66,,1483.99,599.26,1.75,,-1561.58
1484,-962.44,154.65,,1484,599.25,1.75,,-1561.69
1484.01,-962.57,154.64,,1484.01,599.25,1.75,,-1561.82
1484.02,-962.7,154.63,,1484.02,599.24,1.75,,-1561.94
1484.03,-962.83,154.62,,1484.03,599.24,1.75,,-1562.07
1484.04,-962.96,154.61,,1484.04,599.24,1.75,,-1562.2
1484.05,-963.09,154.6,,1484.05,599.23,1.75,,-1562.32
1484.06,-963.22,154.58,,1484.06,599.23,1.75,,-1562.45
1484.07,-963.35,154.57,,1484.07,599.22,1.75,,-1562.57
1484.08,-963.48,154.56,,1484.08,599.22,1.75,,-1562.7
1484.09,-963.61,154.55,,1484.09,599.22,1.75,,-1562.83
1484.1,-963.74,154.54,,1484.1,599.21,1.75,,-1562.95
1484.11,-963.87,154.53,,1484.11,599.21,1.75,,-1563.08
1484.12,-964,154.52,,1484.12,599.2,1.75,,-1563.2
1484.13,-964.13,154.51,,1484.13,599.2,1.75,,-1563.33
1484.14,-964.26,154.49,,1484.14,599.19,1.75,,-1563.45
1484.15,-964.39,154.48,,1484.15,599.19,1.75,,-1563.58
1484.16,-964.52,154.47,,1484.16,599.19,1.75,,-1563.71
1484.17,-964.65,154.46,,1484.17,599.18,1.75,,-1563.83
1484.18,-964.78,154.45,,1484.18,599.18,1.75,,-1563.96
1484.19,-964.91,154.44,,1484.19,599.17,1.75,,-1564.08
1484.2,-965.03,154.43,,1484.2,599.17,1.75,,-1564.2
1484.21,-965.16,154.42,,1484.21,599.17,1.75,,-1564.33
1484.22,-965.29,154.41,,1484.22,599.16,1.75,,-1564.45
1484.23,-965.42,154.39,,1484.23,599.16,1.75,,-1564.58
1484.24,-965.55,154.38,,1484.24,599.15,1.75,,-1564.7
1484.25,-965.68,154.37,,1484.25,599.15,1.75,,-1564.83
1484.26,-965.81,154.36,,1484.26,599.15,1.75,,-1564.96
1484.27,-965.94,154.35,,1484.27,599.14,1.75,,-1565.08
1484.28,-966.07,154.34,,1484.28,599.14,1.75,,-1565.21
1484.29,-966.2,154.33,,1484.29,599.13,1.75,,-1565.33
1484.3,-966.33,154.32,,1484.3,599.13,1.75,,-1565.46
1484.31,-966.46,154.3,,1484.31,599.13,1.75,,-1565.59
1484.32,-966.59,154.29,,1484.32,599.12,1.75,,-1565.71
1484.33,-966.72,154.28,,1484.33,599.12,1.75,,-1565.84
1484.34,-966.85,154.27,,1484.34,599.11,1.75,,-1565.96
1484.35,-966.98,154.26,,1484.35,599.11,1.75,,-1566.09
1484.36,-967.11,154.25,,1484.36,599.11,1.75,,-1566.22
1484.37,-967.24,154.24,,1484.37,599.1,1.75,,-1566.34
1484.38,-967.37,154.23,,1484.38,599.1,1.75,,-1566.47
1484.39,-967.5,154.21,,1484.39,599.09,1.75,,-1566.59
1484.4,-967.63,154.2,,1484.4,599.09,1.75,,-1566.72
1484.41,-967.76,154.19,,1484.41,599.08,1.75,,-1566.84
1484.42,-967.89,154.18,,1484.42,599.08,1.75,,-1566.97
1484.43,-968.02,154.17,,1484.43,599.08,1.75,,-1567.1
1484.44,-968.15,154.16,,1484.44,599.07,1.75,,-1567.22
1484.45,-968.28,154.15,,1484.45,599.07,1.75,,-1567.35
1484.46,-968.41,154.14,,1484.46,599.06,1.75,,-1567.47
1484.47,-968.54,154.13,,1484.47,599.06,1.75,,-1567.6
1484.48,-968.67,154.11,,1484.48,599.06,1.75,,-1567.73
1484.49,-968.8,154.1,,1484.49,599.05,1.75,,-1567.85
1484.5,-968.93,154.09,,1484.5,599.05,1.75,,-1567.98
1484.51,-969.06,154.08,,1484.51,599.04,1.75,,-1568.1
1484.52,-969.19,154.07,,1484.52,599.04,1.75,,-1568.23
1484.53,-969.32,154.06,,1484.53,599.04,1.75,,-1568.36
1484.54,-969.45,154.05,,1484.54,599.03,1.75,,-1568.48
1484.55,-969.58,154.04,,1484.55,599.03,1.75,,-1568.61
1484.56,-969.7,154.03,,1484.56,599.02,1.75,,-1568.72
1484.57,-969.83,154.01,,1484.57,599.02,1.75,,-1568.85
1484.58,-969.96,154,,1484.58,599.02,1.75,,-1568.98
1484.59,-970.09,153.99,,1484.59,599.01,1.75,,-1569.1
1484.6,-970.22,153.98,,1484.6,599.01,1.75,,-1569.23
1484.61,-970.35,153.97,,1484.61,599,1.75,,-1569.35
1484.62,-970.48,153.96,,1484.62,599,1.75,,-1569.48
1484.63,-970.61,153.95,,1484.63,599,1.75,,-1569.61
1484.64,-970.74,153.94,,1484.64,598.99,1.75,,-1569.73
1484.65,-970.87,153.92,,1484.65,598.99,1.75,,-1569.86
1484.66,-971,153.91,,1484.66,598.98,1.75,,-1569.98
1484.67,-971.13,153.9,,1484.67,598.98,1.75,,-1570.11
1484.68,-971.26,153.89,,1484.68,598.97,1.75,,-1570.23
1484.69,-971.39,153.88,,1484.69,598.97,1.75,,-1570.36
1484.7,-971.52,153.87,,1484.7,598.97,1.74,,-1570.49
1484.71,-971.65,153.86,,1484.71,598.96,1.74,,-1570.61
1484.72,-971.78,153.85,,1484.72,598.96,1.74,,-1570.74
1484.73,-971.91,153.84,,1484.73,598.95,1.74,,-1570.86
1484.74,-972.04,153.82,,1484.74,598.95,1.74,,-1570.99
1484.75,-972.17,153.81,,1484.75,598.95,1.74,,-1571.12
1484.76,-972.3,153.8,,1484.76,598.94,1.74,,-1571.24
1484.77,-972.43,153.79,,1484.77,598.94,1.74,,-1571.37
1484.78,-972.56,153.78,,1484.78,598.93,1.74,,-1571.49
1484.79,-972.69,153.77,,1484.79,598.93,1.74,,-1571.62
1484.8,-972.82,153.76,,1484.8,598.93,1.74,,-1571.75
1484.81,-972.95,153.75,,1484.81,598.92,1.74,,-1571.87
1484.82,-973.09,153.74,,1484.82,598.92,1.74,,-1572.01
1484.83,-973.22,153.73,,1484.83,598.91,1.74,,-1572.13
1484.84,-973.35,153.71,,1484.84,598.91,1.74,,-1572.26
1484.85,-973.48,153.7,,1484.85,598.91,1.74,,-1572.39
1484.86,-973.61,153.69,,1484.86,598.9,1.74,,-1572.51
1484.87,-973.74,153.68,,1484.87,598.9,1.74,,-1572.64
1484.88,-973.87,153.67,,1484.88,598.89,1.74,,-1572.76
1484.89,-974,153.66,,1484.89,598.89,1.74,,-1572.89
1484.9,-974.13,153.65,,1484.9,598.89,1.74,,-1573.02
1484.91,-974.26,153.64,,1484.91,598.88,1.74,,-1573.14
1484.92,-974.39,153.63,,1484.92,598.88,1.74,,-1573.27
1484.93,-974.52,153.61,,1484.93,598.87,1.74,,-1573.39
1484.94,-974.65,153.6,,1484.94,598.87,1.74,,-1573.52
1484.95,-974.78,153.59,,1484.95,598.86,1.74,,-1573.64
1484.96,-974.91,153.58,,1484.96,598.86,1.74,,-1573.77
1484.97,-975.04,153.57,,1484.97,598.86,1.74,,-1573.9
1484.98,-975.17,153.56,,1484.98,598.85,1.74,,-1574.02
1484.99,-975.3,153.55,,1484.99,598.85,1.74,,-1574.15
1485,-975.43,153.54,,1485,598.84,1.74,,-1574.27
1485.01,-975.56,153.53,,1485.01,598.84,1.74,,-1574.4
1485.02,-975.69,153.52,,1485.02,598.84,1.74,,-1574.53
1485.03,-975.82,153.5,,1485.03,598.83,1.74,,-1574.65
1485.04,-975.95,153.49,,1485.04,598.83,1.74,,-1574.78
1485.05,-976.08,153.48,,1485.05,598.82,1.74,,-1574.9
1485.06,-976.21,153.47,,1485.06,598.82,1.74,,-1575.03
1485.07,-976.34,153.46,,1485.07,598.82,1.74,,-1575.16
1485.08,-976.47,153.45,,1485.08,598.81,1.74,,-1575.28
1485.09,-976.6,153.44,,1485.09,598.81,1.74,,-1575.41
1485.1,-976.73,153.43,,1485.1,598.8,1.74,,-1575.53
1485.11,-976.86,153.42,,1485.11,598.8,1.74,,-1575.66
1485.12,-976.99,153.41,,1485.12,598.8,1.74,,-1575.79
1485.13,-977.12,153.39,,1485.13,598.79,1.74,,-1575.91
1485.14,-977.25,153.38,,1485.14,598.79,1.74,,-1576.04
1485.15,-977.38,153.37,,1485.15,598.78,1.74,,-1576.16
1485.16,-977.51,153.36,,1485.16,598.78,1.74,,-1576.29
1485.17,-977.65,153.35,,1485.17,598.78,1.74,,-1576.43
1485.18,-977.78,153.34,,1485.18,598.77,1.74,,-1576.55
1485.19,-977.91,153.33,,1485.19,598.77,1.74,,-1576.68
1485.2,-978.04,153.32,,1485.2,598.76,1.74,,-1576.8
1485.21,-978.17,153.31,,1485.21,598.76,1.74,,-1576.93
1485.22,-978.3,153.3,,1485.22,598.75,1.74,,-1577.05
1485.23,-978.43,153.28,,1485.23,598.75,1.74,,-1577.18
1485.24,-978.56,153.27,,1485.24,598.75,1.74,,-1577.31
1485.25,-978.69,153.26,,1485.25,598.74,1.74,,-1577.43
1485.26,-978.82,153.25,,1485.26,598.74,1.74,,-1577.56
1485.27,-978.95,153.24,,1485.27,598.73,1.74,,-1577.68
1485.28,-979.08,153.23,,1485.28,598.73,1.74,,-1577.81
1485.29,-979.21,153.22,,1485.29,598.73,1.74,,-1577.94
1485.3,-979.34,153.21,,1485.3,598.72,1.74,,-1578.06
1485.31,-979.47,153.2,,1485.31,598.72,1.74,,-1578.19
1485.32,-979.6,153.19,,1485.32,598.71,1.74,,-1578.31
1485.33,-979.73,153.17,,1485.33,598.71,1.74,,-1578.44
1485.34,-979.86,153.16,,1485.34,598.71,1.74,,-1578.57
1485.35,-980,153.15,,1485.35,598.7,1.74,,-1578.7
1485.36,-980.13,153.14,,1485.36,598.7,1.74,,-1578.83
1485.37,-980.26,153.13,,1485.37,598.69,1.74,,-1578.95
1485.38,-980.39,153.12,,1485.38,598.69,1.74,,-1579.08
1485.39,-980.52,153.11,,1485.39,598.69,1.74,,-1579.21
1485.4,-980.65,153.1,,1485.4,598.68,1.74,,-1579.33
1485.41,-980.78,153.09,,1485.41,598.68,1.74,,-1579.46
1485.42,-980.91,153.08,,1485.42,598.67,1.74,,-1579.58
1485.43,-981.04,153.06,,1485.43,598.67,1.74,,-1579.71
1485.44,-981.17,153.05,,1485.44,598.67,1.74,,-1579.84
1485.45,-981.3,153.04,,1485.45,598.66,1.74,,-1579.96
1485.46,-981.43,153.03,,1485.46,598.66,1.74,,-1580.09
1485.47,-981.56,153.02,,1485.47,598.65,1.74,,-1580.21
1485.48,-981.7,153.01,,1485.48,598.65,1.74,,-1580.35
1485.49,-981.83,153,,1485.49,598.65,1.74,,-1580.48
1485.5,-981.96,152.99,,1485.5,598.64,1.74,,-1580.6
1485.51,-982.09,152.98,,1485.51,598.64,1.74,,-1580.73
1485.52,-982.22,152.97,,1485.52,598.63,1.74,,-1580.85
1485.53,-982.35,152.96,,1485.53,598.63,1.74,,-1580.98
1485.54,-982.48,152.94,,1485.54,598.62,1.74,,-1581.1
1485.55,-982.61,152.93,,1485.55,598.62,1.74,,-1581.23
1485.56,-982.74,152.92,,1485.56,598.62,1.74,,-1581.36
1485.57,-982.87,152.91,,1485.57,598.61,1.74,,-1581.48
1485.58,-983,152.9,,1485.58,598.61,1.74,,-1581.61
1485.59,-983.13,152.89,,1485.59,598.6,1.74,,-1581.73
1485.6,-983.27,152.88,,1485.6,598.6,1.74,,-1581.87
1485.61,-983.4,152.87,,1485.61,598.6,1.74,,-1582
1485.62,-983.53,152.86,,1485.62,598.59,1.74,,-1582.12
1485.63,-983.66,152.85,,1485.63,598.59,1.74,,-1582.25
1485.64,-983.79,152.84,,1485.64,598.58,1.74,,-1582.37
1485.65,-983.92,152.82,,1485.65,598.58,1.74,,-1582.5
1485.66,-984.05,152.81,,1485.66,598.58,1.74,,-1582.63
1485.67,-984.18,152.8,,1485.67,598.57,1.74,,-1582.75
1485.68,-984.31,152.79,,1485.68,598.57,1.74,,-1582.88
1485.69,-984.44,152.78,,1485.69,598.56,1.74,,-1583
1485.7,-984.58,152.77,,1485.7,598.56,1.74,,-1583.14
1485.71,-984.71,152.76,,1485.71,598.56,1.74,,-1583.27
1485.72,-984.84,152.75,,1485.72,598.55,1.74,,-1583.39
1485.73,-984.97,152.74,,1485.73,598.55,1.74,,-1583.52
1485.74,-985.1,152.73,,1485.74,598.54,1.74,,-1583.64
1485.75,-985.23,152.72,,1485.75,598.54,1.74,,-1583.77
1485.76,-985.36,152.71,,1485.76,598.54,1.74,,-1583.9
1485.77,-985.49,152.69,,1485.77,598.53,1.74,,-1584.02
1485.78,-985.62,152.68,,1485.78,598.53,1.74,,-1584.15
1485.79,-985.76,152.67,,1485.79,598.52,1.74,,-1584.28
1485.8,-985.89,152.66,,1485.8,598.52,1.74,,-1584.41
1485.81,-986.02,152.65,,1485.81,598.52,1.74,,-1584.54
1485.82,-986.15,152.64,,1485.82,598.51,1.74,,-1584.66
1485.83,-986.28,152.63,,1485.83,598.51,1.74,,-1584.79
1485.84,-986.41,152.62,,1485.84,598.5,1.74,,-1584.91
1485.85,-986.54,152.61,,1485.85,598.5,1.74,,-1585.04
1485.86,-986.67,152.6,,1485.86,598.49,1.74,,-1585.16
1485.87,-986.8,152.59,,1485.87,598.49,1.74,,-1585.29
1485.88,-986.94,152.58,,1485.88,598.49,1.74,,-1585.43
1485.89,-987.07,152.56,,1485.89,598.48,1.74,,-1585.55
1485.9,-987.2,152.55,,1485.9,598.48,1.74,,-1585.68
1485.91,-987.33,152.54,,1485.91,598.47,1.74,,-1585.8
1485.92,-987.46,152.53,,1485.92,598.47,1.74,,-1585.93
1485.93,-987.59,152.52,,1485.93,598.47,1.74,,-1586.06
1485.94,-987.72,152.51,,1485.94,598.46,1.74,,-1586.18
1485.95,-987.85,152.5,,1485.95,598.46,1.74,,-1586.31
1485.96,-987.99,152.49,,1485.96,598.45,1.74,,-1586.44
1485.97,-988.12,152.48,,1485.97,598.45,1.74,,-1586.57
1485.98,-988.25,152.47,,1485.98,598.45,1.74,,-1586.7
1485.99,-988.38,152.46,,1485.99,598.44,1.74,,-1586.82
1486,-988.51,152.45,,1486,598.44,1.74,,-1586.95
1486.01,-988.64,152.43,,1486.01,598.43,1.74,,-1587.07
1486.02,-988.77,152.42,,1486.02,598.43,1.74,,-1587.2
1486.03,-988.91,152.41,,1486.03,598.43,1.74,,-1587.34
1486.04,-989.04,152.4,,1486.04,598.42,1.74,,-1587.46
1486.05,-989.17,152.39,,1486.05,598.42,1.74,,-1587.59
1486.06,-989.3,152.38,,1486.06,598.41,1.74,,-1587.71
1486.07,-989.43,152.37,,1486.07,598.41,1.74,,-1587.84
1486.08,-989.56,152.36,,1486.08,598.41,1.74,,-1587.97
1486.09,-989.69,152.35,,1486.09,598.4,1.74,,-1588.09
1486.1,-989.83,152.34,,1486.1,598.4,1.74,,-1588.23
1486.11,-989.96,152.33,,1486.11,598.39,1.74,,-1588.35
1486.12,-990.09,152.32,,1486.12,598.39,1.74,,-1588.48
1486.13,-990.22,152.3,,1486.13,598.39,1.74,,-1588.61
1486.14,-990.35,152.29,,1486.14,598.38,1.74,,-1588.73
1486.15,-990.48,152.28,,1486.15,598.38,1.74,,-1588.86
1486.16,-990.62,152.27,,1486.16,598.37,1.74,,-1588.99
1486.17,-990.75,152.26,,1486.17,598.37,1.74,,-1589.12
1486.18,-990.88,152.25,,1486.18,598.36,1.74,,-1589.24
1486.19,-991.01,152.24,,1486.19,598.36,1.74,,-1589.37
1486.2,-991.14,152.23,,1486.2,598.36,1.74,,-1589.5
1486.21,-991.27,152.22,,1486.21,598.35,1.74,,-1589.62
1486.22,-991.4,152.21,,1486.22,598.35,1.74,,-1589.75
1486.23,-991.54,152.2,,1486.23,598.34,1.74,,-1589.88
1486.24,-991.67,152.19,,1486.24,598.34,1.74,,-1590.01
1486.25,-991.8,152.18,,1486.25,598.34,1.74,,-1590.14
1486.26,-991.93,152.17,,1486.26,598.33,1.74,,-1590.26
1486.27,-992.06,152.15,,1486.27,598.33,1.74,,-1590.39
1486.28,-992.2,152.14,,1486.28,598.32,1.74,,-1590.52
1486.29,-992.33,152.13,,1486.29,598.32,1.74,,-1590.65
1486.3,-992.46,152.12,,1486.3,598.32,1.74,,-1590.78
1486.31,-992.59,152.11,,1486.31,598.31,1.74,,-1590.9
1486.32,-992.72,152.1,,1486.32,598.31,1.74,,-1591.03
1486.33,-992.85,152.09,,1486.33,598.3,1.74,,-1591.15
1486.34,-992.99,152.08,,1486.34,598.3,1.74,,-1591.29
1486.35,-993.12,152.07,,1486.35,598.3,1.74,,-1591.42
1486.36,-993.25,152.06,,1486.36,598.29,1.74,,-1591.54
1486.37,-993.38,152.05,,1486.37,598.29,1.74,,-1591.67
1486.38,-993.51,152.04,,1486.38,598.28,1.74,,-1591.79
1486.39,-993.64,152.03,,1486.39,598.28,1.74,,-1591.92
1486.4,-993.78,152.01,,1486.4,598.28,1.74,,-1592.06
1486.41,-993.91,152,,1486.41,598.27,1.74,,-1592.18
1486.42,-994.04,151.99,,1486.42,598.27,1.74,,-1592.31
1486.43,-994.17,151.98,,1486.43,598.26,1.74,,-1592.43
1486.44,-994.3,151.97,,1486.44,598.26,1.74,,-1592.56
1486.45,-994.44,151.96,,1486.45,598.26,1.74,,-1592.7
1486.46,-994.57,151.95,,1486.46,598.25,1.74,,-1592.82
1486.47,-994.7,151.94,,1486.47,598.25,1.74,,-1592.95
1486.48,-994.83,151.93,,1486.48,598.24,1.74,,-1593.07
1486.49,-994.96,151.92,,1486.49,598.24,1.74,,-1593.2
1486.5,-995.1,151.91,,1486.5,598.24,1.74,,-1593.34
1486.51,-995.23,151.9,,1486.51,598.23,1.74,,-1593.46
1486.52,-995.36,151.89,,1486.52,598.23,1.74,,-1593.59
1486.53,-995.49,151.88,,1486.53,598.22,1.74,,-1593.71
1486.54,-995.62,151.86,,1486.54,598.22,1.74,,-1593.84
1486.55,-995.76,151.85,,1486.55,598.22,1.74,,-1593.98
1486.56,-995.89,151.84,,1486.56,598.21,1.74,,-1594.1
1486.57,-996.02,151.83,,1486.57,598.21,1.74,,-1594.23
1486.58,-996.15,151.82,,1486.58,598.2,1.74,,-1594.35
1486.59,-996.28,151.81,,1486.59,598.2,1.74,,-1594.48
1486.6,-996.42,151.8,,1486.6,598.19,1.74,,-1594.61
1486.61,-996.55,151.79,,1486.61,598.19,1.74,,-1594.74
1486.62,-996.68,151.78,,1486.62,598.19,1.74,,-1594.87
1486.63,-996.81,151.77,,1486.63,598.18,1.74,,-1594.99
1486.64,-996.95,151.76,,1486.64,598.18,1.74,,-1595.13
1486.65,-997.08,151.75,,1486.65,598.17,1.74,,-1595.25
1486.66,-997.21,151.74,,1486.66,598.17,1.74,,-1595.38
1486.67,-997.34,151.73,,1486.67,598.17,1.74,,-1595.51
1486.68,-997.47,151.72,,1486.68,598.16,1.74,,-1595.63
1486.69,-997.61,151.7,,1486.69,598.16,1.74,,-1595.77
1486.7,-997.74,151.69,,1486.7,598.15,1.74,,-1595.89
