wavelength,,Uncertainty,,,,Uncertainty,,polarizability
1478.71,-894.66,160.96,,1478.71,601.43,1.75,,-1496.09
1478.72,-894.78,160.95,,1478.72,601.43,1.75,,-1496.21
1478.73,-894.91,160.93,,1478.73,601.42,1.75,,-1496.33
1478.74,-895.04,160.92,,1478.74,601.42,1.75,,-1496.46
1478.75,-895.17,160.91,,1478.75,601.42,1.75,,-1496.59
1478.76,-895.3,160.9,,1478.76,601.41,1.75,,-1496.71
1478.77,-895.42,160.88,,1478.77,601.41,1.75,,-1496.83
1478.78,-895.55,160.87,,1478.78,601.4,1.75,,-1496.95
1478.79,-895.68,160.86,,1478.79,601.4,1.75,,-1497.08
1478.8,-895.81,160.85,,1478.8,601.4,1.75,,-1497.21
1478.81,-895.93,160.83,,1478.81,601.39,1.75,,-1497.32
1478.82,-896.06,160.82,,1478.82,601.39,1.75,,-1497.45
1478.83,-896.19,160.81,,1478.83,601.38,1.75,,-1497.57
1478.84,-896.32,160.8,,1478.84,601.38,1.75,,-1497.7
1478.85,-896.44,160.78,,1478.85,601.37,1.75,,-1497.81
1478.86,-896.57,160.77,,1478.86,601.37,1.75,,-1497.94
1478.87,-896.7,160.76,,1478.87,601.37,1.75,,-1498.07
1478.88,-896.83,160.75,,1478.88,601.36,1.75,,-1498.19
1478.89,-896.96,160.73,,1478.89,601.36,1.75,,-1498.32
1478.9,-897.08,160.72,,1478.9,601.35,1.75,,-1498.43
1478.91,-897.21,160.71,,1478.91,601.35,1.75,,-1498.56
1478.92,-897.34,160.7,,1478.92,601.35,1.75,,-1498.69
1478.93,-897.47,160.68,,1478.93,601.34,1.75,,-1498.81
1478.94,-897.59,160.67,,1478.94,601.34,1.75,,-1498.93
1478.95,-897.72,160.66,,1478.95,601.33,1.75,,-1499.05
1478.96,-897.85,160.65,,1478.96,601.33,1.75,,-1499.18
1478.97,-897.98,160.63,,1478.97,601.32,1.75,,-1499.3
1478.98,-898.1,160.62,,1478.98,601.32,1.75,,-1499.42
1478.99,-898.23,160.61,,1478.99,601.32,1.75,,-1499.55
1479,-898.36,160.6,,1479,601.31,1.75,,-1499.67
1479.01,-898.49,160.58,,1479.01,601.31,1.75,,-1499.8
1479.02,-898.62,160.57,,1479.02,601.3,1.75,,-1499.92
1479.03,-898.74,160.56,,1479.03,601.3,1.75,,-1500.04
1479.04,-898.87,160.55,,1479.04,601.3,1.75,,-1500.17
1479.05,-899,160.53,,1479.05,601.29,1.75,,-1500.29
1479.06,-899.13,160.52,,1479.06,601.29,1.75,,-1500.42
1479.07,-899.25,160.51,,1479.07,601.28,1.75,,-1500.53
1479.08,-899.38,160.5,,1479.08,601.28,1.75,,-1500.66
1479.09,-899.51,160.48,,1479.09,601.27,1.75,,-1500.78
1479.1,-899.64,160.47,,1479.1,601.27,1.75,,-1500.91
1479.11,-899.76,160.46,,1479.11,601.27,1.75,,-1501.03
1479.12,-899.89,160.45,,1479.12,601.26,1.75,,-1501.15
1479.13,-900.02,160.43,,1479.13,601.26,1.75,,-1501.28
1479.14,-900.15,160.42,,1479.14,601.25,1.75,,-1501.4
1479.15,-900.27,160.41,,1479.15,601.25,1.75,,-1501.52
1479.16,-900.4,160.4,,1479.16,601.25,1.75,,-1501.65
1479.17,-900.53,160.38,,1479.17,601.24,1.75,,-1501.77
1479.18,-900.66,160.37,,1479.18,601.24,1.75,,-1501.9
1479.19,-900.79,160.36,,1479.19,601.23,1.75,,-1502.02
1479.2,-900.91,160.35,,1479.2,601.23,1.75,,-1502.14
1479.21,-901.04,160.33,,1479.21,601.22,1.75,,-1502.26
1479.22,-901.17,160.32,,1479.22,601.22,1.75,,-1502.39
1479.23,-901.3,160.31,,1479.23,601.22,1.75,,-1502.52
1479.24,-901.42,160.3,,1479.24,601.21,1.75,,-1502.63
1479.25,-901.55,160.28,,1479.25,601.21,1.75,,-1502.76
1479.26,-901.68,160.27,,1479.26,601.2,1.75,,-1502.88
1479.27,-901.81,160.26,,1479.27,601.2,1.75,,-1503.01
1479.28,-901.93,160.25,,1479.28,601.2,1.75,,-1503.13
1479.29,-902.06,160.23,,1479.29,601.19,1.75,,-1503.25
1479.3,-902.19,160.22,,1479.3,601.19,1.75,,-1503.38
1479.31,-902.32,160.21,,1479.31,601.18,1.75,,-1503.5
1479.32,-902.44,160.2,,1479.32,601.18,1.75,,-1503.62
1479.33,-902.57,160.18,,1479.33,601.17,1.75,,-1503.74
1479.34,-902.7,160.17,,1479.34,601.17,1.75,,-1503.87
1479.35,-902.83,160.16,,1479.35,601.17,1.75,,-1504
1479.36,-902.96,160.15,,1479.36,601.16,1.75,,-1504.12
1479.37,-903.08,160.13,,1479.37,601.16,1.75,,-1504.24
1479.38,-903.21,160.12,,1479.38,601.15,1.75,,-1504.36
1479.39,-903.34,160.11,,1479.39,601.15,1.75,,-1504.49
1479.4,-903.47,160.1,,1479.4,601.15,1.75,,-1504.62
1479.41,-903.59,160.08,,1479.41,601.14,1.75,,-1504.73
1479.42,-903.72,160.07,,1479.42,601.14,1.75,,-1504.86
1479.43,-903.85,160.06,,1479.43,601.13,1.75,,-1504.98
1479.44,-903.98,160.05,,1479.44,601.13,1.75,,-1505.11
1479.45,-904.1,160.03,,1479.45,601.13,1.75,,-1505.23
1479.46,-904.23,160.02,,1479.46,601.12,1.75,,-1505.35
1479.47,-904.36,160.01,,1479.47,601.12,1.75,,-1505.48
1479.48,-904.49,160,,1479.48,601.11,1.75,,-1505.6
1479.49,-904.61,159.98,,1479.49,601.11,1.75,,-1505.72
1479.5,-904.74,159.97,,1479.5,601.1,1.75,,-1505.84
1479.51,-904.87,159.96,,1479.51,601.1,1.75,,-1505.97
1479.52,-905,159.95,,1479.52,601.1,1.75,,-1506.1
1479.53,-905.13,159.94,,1479.53,601.09,1.75,,-1506.22
1479.54,-905.25,159.92,,1479.54,601.09,1.75,,-1506.34
1479.55,-905.38,159.91,,1479.55,601.08,1.75,,-1506.46
1479.56,-905.51,159.9,,1479.56,601.08,1.75,,-1506.59
1479.57,-905.64,159.89,,1479.57,601.08,1.75,,-1506.72
1479.58,-905.76,159.87,,1479.58,601.07,1.75,,-1506.83
1479.59,-905.89,159.86,,1479.59,601.07,1.75,,-1506.96
1479.6,-906.02,159.85,,1479.6,601.06,1.75,,-1507.08
1479.61,-906.15,159.84,,1479.61,601.06,1.75,,-1507.21
1479.62,-906.27,159.82,,1479.62,601.05,1.75,,-1507.32
1479.63,-906.4,159.81,,1479.63,601.05,1.75,,-1507.45
1479.64,-906.53,159.8,,1479.64,601.05,1.75,,-1507.58
1479.65,-906.66,159.79,,1479.65,601.04,1.75,,-1507.7
1479.66,-906.78,159.77,,1479.66,601.04,1.75,,-1507.82
1479.67,-906.91,159.76,,1479.67,601.03,1.75,,-1507.94
1479.68,-907.04,159.75,,1479.68,601.03,1.75,,-1508.07
1479.69,-907.17,159.74,,1479.69,601.03,1.75,,-1508.2
1479.7,-907.3,159.72,,1479.7,601.02,1.75,,-1508.32
1479.71,-907.42,159.71,,1479.71,601.02,1.75,,-1508.44
1479.72,-907.55,159.7,,1479.72,601.01,1.75,,-1508.56
1479.73,-907.68,159.69,,1479.73,601.01,1.75,,-1508.69
1479.74,-907.81,159.68,,1479.74,601,1.75,,-1508.81
1479.75,-907.93,159.66,,1479.75,601,1.75,,-1508.93
1479.76,-908.06,159.65,,1479.76,601,1.75,,-1509.06
1479.77,-908.19,159.64,,1479.77,600.99,1.75,,-1509.18
1479.78,-908.32,159.63,,1479.78,600.99,1.75,,-1509.31
1479.79,-908.44,159.61,,1479.79,600.98,1.75,,-1509.42
1479.8,-908.57,159.6,,1479.8,600.98,1.75,,-1509.55
1479.81,-908.7,159.59,,1479.81,600.98,1.75,,-1509.68
1479.82,-908.83,159.58,,1479.82,600.97,1.75,,-1509.8
1479.83,-908.95,159.56,,1479.83,600.97,1.75,,-1509.92
1479.84,-909.08,159.55,,1479.84,600.96,1.75,,-1510.04
1479.85,-909.21,159.54,,1479.85,600.96,1.75,,-1510.17
1479.86,-909.34,159.53,,1479.86,600.96,1.75,,-1510.3
1479.87,-909.47,159.52,,1479.87,600.95,1.75,,-1510.42
1479.88,-909.59,159.5,,1479.88,600.95,1.75,,-1510.54
1479.89,-909.72,159.49,,1479.89,600.94,1.75,,-1510.66
1479.9,-909.85,159.48,,1479.9,600.94,1.75,,-1510.79
1479.91,-909.98,159.47,,1479.91,600.93,1.75,,-1510.91
1479.92,-910.1,159.45,,1479.92,600.93,1.75,,-1511.03
1479.93,-910.23,159.44,,1479.93,600.93,1.75,,-1511.16
1479.94,-910.36,159.43,,1479.94,600.92,1.75,,-1511.28
1479.95,-910.49,159.42,,1479.95,600.92,1.75,,-1511.41
1479.96,-910.61,159.4,,1479.96,600.91,1.75,,-1511.52
1479.97,-910.74,159.39,,1479.97,600.91,1.75,,-1511.65
1479.98,-910.87,159.38,,1479.98,600.91,1.75,,-1511.78
1479.99,-911,159.37,,1479.99,600.9,1.75,,-1511.9
1480,-911.13,159.36,,1480,600.9,1.75,,-1512.03
1480.01,-911.25,159.34,,1480.01,600.89,1.75,,-1512.14
1480.02,-911.38,159.33,,1480.02,600.89,1.75,,-1512.27
1480.03,-911.51,159.32,,1480.03,600.88,1.75,,-1512.39
1480.04,-911.64,159.31,,1480.04,600.88,1.75,,-1512.52
1480.05,-911.76,159.29,,1480.05,600.88,1.75,,-1512.64
1480.06,-911.89,159.28,,1480.06,600.87,1.75,,-1512.76
1480.07,-912.02,159.27,,1480.07,600.87,1.75,,-1512.89
1480.08,-912.15,159.26,,1480.08,600.86,1.75,,-1513.01
1480.09,-912.27,159.25,,1480.09,600.86,1.75,,-1513.13
1480.1,-912.4,159.23,,1480.1,600.86,1.75,,-1513.26
1480.11,-912.53,159.22,,1480.11,600.85,1.75,,-1513.38
1480.12,-912.66,159.21,,1480.12,600.85,1.75,,-1513.51
1480.13,-912.78,159.2,,1480.13,600.84,1.75,,-1513.62
1480.14,-912.91,159.18,,1480.14,600.84,1.75,,-1513.75
1480.15,-913.04,159.17,,1480.15,600.83,1.75,,-1513.87
1480.16,-913.17,159.16,,1480.16,600.83,1.75,,-1514
1480.17,-913.3,159.15,,1480.17,600.83,1.75,,-1514.13
1480.18,-913.42,159.14,,1480.18,600.82,1.75,,-1514.24
1480.19,-913.55,159.12,,1480.19,600.82,1.75,,-1514.37
1480.2,-913.68,159.11,,1480.2,600.81,1.75,,-1514.49
1480.21,-913.81,159.1,,1480.21,600.81,1.75,,-1514.62
1480.22,-913.93,159.09,,1480.22,600.81,1.75,,-1514.74
1480.23,-914.06,159.07,,1480.23,600.8,1.75,,-1514.86
1480.24,-914.19,159.06,,1480.24,600.8,1.75,,-1514.99
1480.25,-914.32,159.05,,1480.25,600.79,1.75,,-1515.11
1480.26,-914.44,159.04,,1480.26,600.79,1.75,,-1515.23
1480.27,-914.57,159.03,,1480.27,600.79,1.75,,-1515.36
1480.28,-914.7,159.01,,1480.28,600.78,1.75,,-1515.48
1480.29,-914.83,159,,1480.29,600.78,1.75,,-1515.61
1480.3,-914.96,158.99,,1480.3,600.77,1.75,,-1515.73
1480.31,-915.08,158.98,,1480.31,600.77,1.75,,-1515.85
1480.32,-915.21,158.96,,1480.32,600.76,1.75,,-1515.97
1480.33,-915.34,158.95,,1480.33,600.76,1.75,,-1516.1
1480.34,-915.47,158.94,,1480.34,600.76,1.75,,-1516.23
1480.35,-915.59,158.93,,1480.35,600.75,1.75,,-1516.34
1480.36,-915.72,158.92,,1480.36,600.75,1.75,,-1516.47
1480.37,-915.85,158.9,,1480.37,600.74,1.75,,-1516.59
1480.38,-915.98,158.89,,1480.38,600.74,1.75,,-1516.72
1480.39,-916.1,158.88,,1480.39,600.74,1.75,,-1516.84
1480.4,-916.23,158.87,,1480.4,600.73,1.75,,-1516.96
1480.41,-916.36,158.85,,1480.41,600.73,1.75,,-1517.09
1480.42,-916.49,158.84,,1480.42,600.72,1.75,,-1517.21
1480.43,-916.62,158.83,,1480.43,600.72,1.75,,-1517.34
1480.44,-916.74,158.82,,1480.44,600.71,1.75,,-1517.45
1480.45,-916.87,158.81,,1480.45,600.71,1.75,,-1517.58
1480.46,-917,158.79,,1480.46,600.71,1.75,,-1517.71
1480.47,-917.13,158.78,,1480.47,600.7,1.75,,-1517.83
1480.48,-917.25,158.77,,1480.48,600.7,1.75,,-1517.95
1480.49,-917.38,158.76,,1480.49,600.69,1.75,,-1518.07
1480.5,-917.51,158.75,,1480.5,600.69,1.75,,-1518.2
1480.51,-917.64,158.73,,1480.51,600.69,1.75,,-1518.33
1480.52,-917.77,158.72,,1480.52,600.68,1.75,,-1518.45
1480.53,-917.89,158.71,,1480.53,600.68,1.75,,-1518.57
1480.54,-918.02,158.7,,1480.54,600.67,1.75,,-1518.69
1480.55,-918.15,158.68,,1480.55,600.67,1.75,,-1518.82
1480.56,-918.28,158.67,,1480.56,600.67,1.75,,-1518.95
1480.57,-918.4,158.66,,1480.57,600.66,1.75,,-1519.06
1480.58,-918.53,158.65,,1480.58,600.66,1.75,,-1519.19
1480.59,-918.66,158.64,,1480.59,600.65,1.75,,-1519.31
1480.6,-918.79,158.62,,1480.6,600.65,1.75,,-1519.44
1480.61,-918.91,158.61,,1480.61,600.64,1.75,,-1519.55
1480.62,-919.04,158.6,,1480.62,600.64,1.75,,-1519.68
1480.63,-919.17,158.59,,1480.63,600.64,1.75,,-1519.81
1480.64,-919.3,158.58,,1480.64,600.63,1.75,,-1519.93
1480.65,-919.43,158.56,,1480.65,600.63,1.75,,-1520.06
1480.66,-919.55,158.55,,1480.66,600.62,1.75,,-1520.17
1480.67,-919.68,158.54,,1480.67,600.62,1.75,,-1520.3
1480.68,-919.81,158.53,,1480.68,600.62,1.75,,-1520.43
1480.69,-919.94,158.52,,1480.69,600.61,1.75,,-1520.55
1480.7,-920.06,158.5,,1480.7,600.61,1.75,,-1520.67
1480.71,-920.19,158.49,,1480.71,600.6,1.75,,-1520.79
1480.72,-920.32,158.48,,1480.72,600.6,1.75,,-1520.92
1480.73,-920.45,158.47,,1480.73,600.6,1.75,,-1521.05
1480.74,-920.58,158.46,,1480.74,600.59,1.75,,-1521.17
1480.75,-920.7,158.44,,1480.75,600.59,1.75,,-1521.29
1480.76,-920.83,158.43,,1480.76,600.58,1.75,,-1521.41
1480.77,-920.96,158.42,,1480.77,600.58,1.75,,-1521.54
1480.78,-921.09,158.41,,1480.78,600.57,1.75,,-1521.66
1480.79,-921.21,158.39,,1480.79,600.57,1.75,,-1521.78
1480.8,-921.34,158.38,,1480.8,600.57,1.75,,-1521.91
1480.81,-921.47,158.37,,1480.81,600.56,1.75,,-1522.03
1480.82,-921.6,158.36,,1480.82,600.56,1.75,,-1522.16
1480.83,-921.73,158.35,,1480.83,600.55,1.75,,-1522.28
1480.84,-921.85,158.33,,1480.84,600.55,1.75,,-1522.4
1480.85,-921.98,158.32,,1480.85,600.55,1.75,,-1522.53
1480.86,-922.11,158.31,,1480.86,600.54,1.75,,-1522.65
1480.87,-922.24,158.3,,1480.87,600.54,1.75,,-1522.78
1480.88,-922.36,158.29,,1480.88,600.53,1.75,,-1522.89
1480.89,-922.49,158.27,,1480.89,600.53,1.75,,-1523.02
1480.9,-922.62,158.26,,1480.9,600.52,1.75,,-1523.14
1480.91,-922.75,158.25,,1480.91,600.52,1.75,,-1523.27
1480.92,-922.88,158.24,,1480.92,600.52,1.75,,-1523.4
1480.93,-923,158.23,,1480.93,600.51,1.75,,-1523.51
1480.94,-923.13,158.21,,1480.94,600.51,1.75,,-1523.64
1480.95,-923.26,158.2,,1480.95,600.5,1.75,,-1523.76
1480.96,-923.39,158.19,,1480.96,600.5,1.75,,-1523.89
1480.97,-923.52,158.18,,1480.97,600.5,1.75,,-1524.02
1480.98,-923.64,158.17,,1480.98,600.49,1.75,,-1524.13
1480.99,-923.77,158.15,,1480.99,600.49,1.75,,-1524.26
1481,-923.9,158.14,,1481,600.48,1.75,,-1524.38
1481.01,-924.03,158.13,,1481.01,600.48,1.75,,-1524.51
1481.02,-924.15,158.12,,1481.02,600.48,1.75,,-1524.63
1481.03,-924.28,158.11,,1481.03,600.47,1.75,,-1524.75
1481.04,-924.41,158.09,,1481.04,600.47,1.75,,-1524.88
1481.05,-924.54,158.08,,1481.05,600.46,1.75,,-1525
1481.06,-924.67,158.07,,1481.06,600.46,1.75,,-1525.13
1481.07,-924.79,158.06,,1481.07,600.45,1.75,,-1525.24
1481.08,-924.92,158.05,,1481.08,600.45,1.75,,-1525.37
1481.09,-925.05,158.03,,1481.09,600.45,1.75,,-1525.5
1481.1,-925.18,158.02,,1481.1,600.44,1.75,,-1525.62
1481.11,-925.31,158.01,,1481.11,600.44,1.75,,-1525.75
1481.12,-925.43,158,,1481.12,600.43,1.75,,-1525.86
1481.13,-925.56,157.99,,1481.13,600.43,1.75,,-1525.99
1481.14,-925.69,157.97,,1481.14,600.43,1.75,,-1526.12
1481.15,-925.82,157.96,,1481.15,600.42,1.75,,-1526.24
1481.16,-925.94,157.95,,1481.16,600.42,1.75,,-1526.36
1481.17,-926.07,157.94,,1481.17,600.41,1.75,,-1526.48
1481.18,-926.2,157.93,,1481.18,600.41,1.75,,-1526.61
1481.19,-926.33,157.91,,1481.19,600.41,1.75,,-1526.74
1481.2,-926.46,157.9,,1481.2,600.4,1.75,,-1526.86
1481.21,-926.58,157.89,,1481.21,600.4,1.75,,-1526.98
1481.22,-926.71,157.88,,1481.22,600.39,1.75,,-1527.1
1481.23,-926.84,157.87,,1481.23,600.39,1.75,,-1527.23
1481.24,-926.97,157.85,,1481.24,600.38,1.75,,-1527.35
1481.25,-927.1,157.84,,1481.25,600.38,1.75,,-1527.48
1481.26,-927.22,157.83,,1481.26,600.38,1.75,,-1527.6
1481.27,-927.35,157.82,,1481.27,600.37,1.75,,-1527.72
1481.28,-927.48,157.81,,1481.28,600.37,1.75,,-1527.85
1481.29,-927.61,157.79,,1481.29,600.36,1.75,,-1527.97
1481.3,-927.74,157.78,,1481.3,600.36,1.75,,-1528.1
1481.31,-927.86,157.77,,1481.31,600.36,1.75,,-1528.22
1481.32,-927.99,157.76,,1481.32,600.35,1.75,,-1528.34
1481.33,-928.12,157.75,,1481.33,600.35,1.75,,-1528.47
1481.34,-928.25,157.74,,1481.34,600.34,1.75,,-1528.59
1481.35,-928.37,157.72,,1481.35,600.34,1.75,,-1528.71
1481.36,-928.5,157.71,,1481.36,600.34,1.75,,-1528.84
1481.37,-928.63,157.7,,1481.37,600.33,1.75,,-1528.96
1481.38,-928.76,157.69,,1481.38,600.33,1.75,,-1529.09
1481.39,-928.89,157.68,,1481.39,600.32,1.75,,-1529.21
1481.4,-929.01,157.66,,1481.4,600.32,1.75,,-1529.33
1481.41,-929.14,157.65,,1481.41,600.31,1.75,,-1529.45
1481.42,-929.27,157.64,,1481.42,600.31,1.75,,-1529.58
1481.43,-929.4,157.63,,1481.43,600.31,1.75,,-1529.71
1481.44,-929.53,157.62,,1481.44,600.3,1.75,,-1529.83
1481.45,-929.65,157.6,,1481.45,600.3,1.75,,-1529.95
1481.46,-929.78,157.59,,1481.46,600.29,1.75,,-1530.07
1481.47,-929.91,157.58,,1481.47,600.29,1.75,,-1530.2
1481.48,-930.04,157.57,,1481.48,600.29,1.75,,-1530.33
1481.49,-930.17,157.56,,1481.49,600.28,1.75,,-1530.45
1481.5,-930.29,157.54,,1481.5,600.28,1.75,,-1530.57
1481.51,-930.42,157.53,,1481.51,600.27,1.75,,-1530.69
1481.52,-930.55,157.52,,1481.52,600.27,1.75,,-1530.82
1481.53,-930.68,157.51,,1481.53,600.27,1.75,,-1530.95
1481.54,-930.81,157.5,,1481.54,600.26,1.75,,-1531.07
1481.55,-930.93,157.49,,1481.55,600.26,1.75,,-1531.19
1481.56,-931.06,157.47,,1481.56,600.25,1.75,,-1531.31
1481.57,-931.19,157.46,,1481.57,600.25,1.75,,-1531.44
1481.58,-931.32,157.45,,1481.58,600.24,1.75,,-1531.56
1481.59,-931.45,157.44,,1481.59,600.24,1.75,,-1531.69
1481.6,-931.57,157.43,,1481.6,600.24,1.75,,-1531.81
1481.61,-931.7,157.41,,1481.61,600.23,1.75,,-1531.93
1481.62,-931.83,157.4,,1481.62,600.23,1.75,,-1532.06
1481.63,-931.96,157.39,,1481.63,600.22,1.75,,-1532.18
1481.64,-932.09,157.38,,1481.64,600.22,1.75,,-1532.31
1481.65,-932.21,157.37,,1481.65,600.22,1.75,,-1532.43
1481.66,-932.34,157.36,,1481.66,600.21,1.75,,-1532.55
1481.67,-932.47,157.34,,1481.67,600.21,1.75,,-1532.68
1481.68,-932.6,157.33,,1481.68,600.2,1.75,,-1532.8
1481.69,-932.73,157.32,,1481.69,600.2,1.75,,-1532.93
1481.7,-932.85,157.31,,1481.7,600.2,1.75,,-1533.05
1481.71,-932.98,157.3,,1481.71,600.19,1.75,,-1533.17
1481.72,-933.11,157.28,,1481.72,600.19,1.75,,-1533.3
1481.73,-933.24,157.27,,1481.73,600.18,1.75,,-1533.42
1481.74,-933.37,157.26,,1481.74,600.18,1.75,,-1533.55
1481.75,-933.49,157.25,,1481.75,600.17,1.75,,-1533.66
1481.76,-933.62,157.24,,1481.76,600.17,1.75,,-1533.79
1481.77,-933.75,157.23,,1481.77,600.17,1.75,,-1533.92
1481.78,-933.88,157.21,,1481.78,600.16,1.75,,-1534.04
1481.79,-934.01,157.2,,1481.79,600.16,1.75,,-1534.17
1481.8,-934.14,157.19,,1481.8,600.15,1.75,,-1534.29
1481.81,-934.26,157.18,,1481.81,600.15,1.75,,-1534.41
1481.82,-934.39,157.17,,1481.82,600.15,1.75,,-1534.54
1481.83,-934.52,157.15,,1481.83,600.14,1.75,,-1534.66
1481.84,-934.65,157.14,,1481.84,600.14,1.75,,-1534.79
1481.85,-934.78,157.13,,1481.85,600.13,1.75,,-1534.91
1481.86,-934.9,157.12,,1481.86,600.13,1.75,,-1535.03
1481.87,-935.03,157.11,,1481.87,600.13,1.75,,-1535.16
1481.88,-935.16,157.1,,1481.88,600.12,1.75,,-1535.28
1481.89,-935.29,157.08,,1481.89,600.12,1.75,,-1535.41
1481.9,-935.42,157.07,,1481.9,600.11,1.75,,-1535.53
1481.91,-935.54,157.06,,1481.91,600.11,1.75,,-1535.65
1481.92,-935.67,157.05,,1481.92,600.1,1.75,,-1535.77
1481.93,-935.8,157.04,,1481.93,600.1,1.75,,-1535.9
1481.94,-935.93,157.02,,1481.94,600.1,1.75,,-1536.03
1481.95,-936.06,157.01,,1481.95,600.09,1.75,,-1536.15
1481.96,-936.19,157,,1481.96,600.09,1.75,,-1536.28
1481.97,-936.31,156.99,,1481.97,600.08,1.75,,-1536.39
1481.98,-936.44,156.98,,1481.98,600.08,1.75,,-1536.52
1481.99,-936.57,156.97,,1481.99,600.08,1.75,,-1536.65
1482,-936.7,156.95,,1482,600.07,1.75,,-1536.77
1482.01,-936.83,156.94,,1482.01,600.07,1.75,,-1536.9
1482.02,-936.95,156.93,,1482.02,600.06,1.75,,-1537.01
1482.03,-937.08,156.92,,1482.03,600.06,1.75,,-1537.14
1482.04,-937.21,156.91,,1482.04,600.06,1.75,,-1537.27
1482.05,-937.34,156.9,,1482.05,600.05,1.75,,-1537.39
1482.06,-937.47,156.88,,1482.06,600.05,1.75,,-1537.52
1482.07,-937.6,156.87,,1482.07,600.04,1.75,,-1537.64
1482.08,-937.72,156.86,,1482.08,600.04,1.75,,-1537.76
1482.09,-937.85,156.85,,1482.09,600.03,1.75,,-1537.88
1482.1,-937.98,156.84,,1482.1,600.03,1.75,,-1538.01
1482.11,-938.11,156.82,,1482.11,600.03,1.75,,-1538.14
1482.12,-938.24,156.81,,1482.12,600.02,1.75,,-1538.26
1482.13,-938.36,156.8,,1482.13,600.02,1.75,,-1538.38
1482.14,-938.49,156.79,,1482.14,600.01,1.75,,-1538.5
1482.15,-938.62,156.78,,1482.15,600.01,1.75,,-1538.63
1482.16,-938.75,156.77,,1482.16,600.01,1.75,,-1538.76
1482.17,-938.88,156.75,,1482.17,600,1.75,,-1538.88
1482.18,-939.01,156.74,,1482.18,600,1.75,,-1539.01
1482.19,-939.13,156.73,,1482.19,599.99,1.75,,-1539.12
1482.2,-939.26,156.72,,1482.2,599.99,1.75,,-1539.25
1482.21,-939.39,156.71,,1482.21,599.99,1.75,,-1539.38
1482.22,-939.52,156.7,,1482.22,599.98,1.75,,-1539.5
1482.23,-939.65,156.68,,1482.23,599.98,1.75,,-1539.63
1482.24,-939.78,156.67,,1482.24,599.97,1.75,,-1539.75
1482.25,-939.9,156.66,,1482.25,599.97,1.75,,-1539.87
1482.26,-940.03,156.65,,1482.26,599.96,1.75,,-1539.99
1482.27,-940.16,156.64,,1482.27,599.96,1.75,,-1540.12
1482.28,-940.29,156.63,,1482.28,599.96,1.75,,-1540.25
1482.29,-940.42,156.61,,1482.29,599.95,1.75,,-1540.37
1482.3,-940.55,156.6,,1482.3,599.95,1.75,,-1540.5
1482.31,-940.67,156.59,,1482.31,599.94,1.75,,-1540.61
1482.32,-940.8,156.58,,1482.32,599.94,1.75,,-1540.74
1482.33,-940.93,156.57,,1482.33,599.94,1.75,,-1540.87
1482.34,-941.06,156.56,,1482.34,599.93,1.75,,-1540.99
1482.35,-941.19,156.54,,1482.35,599.93,1.75,,-1541.12
1482.36,-941.32,156.53,,1482.36,599.92,1.75,,-1541.24
1482.37,-941.44,156.52,,1482.37,599.92,1.75,,-1541.36
1482.38,-941.57,156.51,,1482.38,599.92,1.75,,-1541.49
1482.39,-941.7,156.5,,1482.39,599.91,1.75,,-1541.61
1482.4,-941.83,156.49,,1482.4,599.91,1.75,,-1541.74
1482.41,-941.96,156.47,,1482.41,599.9,1.75,,-1541.86
1482.42,-942.09,156.46,,1482.42,599.9,1.75,,-1541.99
1482.43,-942.21,156.45,,1482.43,599.9,1.75,,-1542.11
1482.44,-942.34,156.44,,1482.44,599.89,1.75,,-1542.23
1482.45,-942.47,156.43,,1482.45,599.89,1.75,,-1542.36
1482.46,-942.6,156.42,,1482.46,599.88,1.75,,-1542.48
1482.47,-942.73,156.4,,1482.47,599.88,1.75,,-1542.61
1482.48,-942.86,156.39,,1482.48,599.87,1.75,,-1542.73
1482.49,-942.98,156.38,,1482.49,599.87,1.75,,-1542.85
1482.5,-943.11,156.37,,1482.5,599.87,1.75,,-1542.98
1482.51,-943.24,156.36,,1482.51,599.86,1.75,,-1543.1
1482.52,-943.37,156.35,,1482.52,599.86,1.75,,-1543.23
1482.53,-943.5,156.33,,1482.53,599.85,1.75,,-1543.35
1482.54,-943.63,156.32,,1482.54,599.85,1.75,,-1543.48
1482.55,-943.76,156.31,,1482.55,599.85,1.75,,-1543.61
1482.56,-943.88,156.3,,1482.56,599.84,1.75,,-1543.72
1482.57,-944.01,156.29,,1482.57,599.84,1.75,,-1543.85
1482.58,-944.14,156.28,,1482.58,599.83,1.75,,-1543.97
1482.59,-944.27,156.26,,1482.59,599.83,1.75,,-1544.1
1482.6,-944.4,156.25,,1482.6,599.83,1.75,,-1544.23
1482.61,-944.53,156.24,,1482.61,599.82,1.75,,-1544.35
1482.62,-944.65,156.23,,1482.62,599.82,1.75,,-1544.47
1482.63,-944.78,156.22,,1482.63,599.81,1.75,,-1544.59
1482.64,-944.91,156.21,,1482.64,599.81,1.75,,-1544.72
1482.65,-945.04,156.2,,1482.65,599.8,1.75,,-1544.84
1482.66,-945.17,156.18,,1482.66,599.8,1.75,,-1544.97
1482.67,-945.3,156.17,,1482.67,599.8,1.75,,-1545.1
1482.68,-945.43,156.16,,1482.68,599.79,1.75,,-1545.22
1482.69,-945.55,156.15,,1482.69,599.79,1.75,,-1545.34
1482.7,-945.68,156.14,,1482.7,599.78,1.75,,-1545.46
